,B1_beta_hedged,B1_beta_hedged,B2_vol_managed,B3_pead_tsmom,B3_pead_tsmom,B4_pead_3sleeves,B4_pead_3sleeves,B4_pead_3sleeves,B4_pead_3sleeves,B5_hedged_3sleeves,B5_hedged_3sleeves,B5_hedged_3sleeves,B5_hedged_3sleeves,B5_hedged_3sleeves
2021-11-26,0.0,1.0000017322206138,1.0000017322206138,1.0000017322206138,0.0,1.0000017322206138,0.0,0.0,0.0,0.0,1.0000017322206138,0.0,0.0,0.0
2021-11-29,0.0,1.0000017358867856,1.0000017358867856,1.0000017358867856,0.0,1.0000017358867856,0.0,0.0,0.0,0.0,1.0000017358867856,0.0,0.0,0.0
2021-11-30,0.0,1.0000017349521866,1.0000017349521866,1.0000017349521866,0.0,1.0000017349521866,0.0,0.0,0.0,0.0,1.0000017349521866,0.0,0.0,0.0
2021-12-01,0.0,1.0000017385094804,1.0000017385094804,1.0000017385094804,0.0,1.0000017385094804,0.0,0.0,0.0,0.0,1.0000017385094804,0.0,0.0,0.0
2021-12-02,-0.13611715419320497,1.0,0.7448562377631203,0.6580224720281239,0.18806387385108675,0.47953908293841957,0.4294916094100656,0.3255440543751045,0.13705303608011474,-0.0702010391463459,0.5157398386885345,0.41674306140373096,0.31588096919614506,0.13298490722357856
2021-12-03,-0.1381335907071342,1.0020973950844931,0.7453631083200807,0.6572489758720521,0.18963013776333787,0.47956230274291883,0.4295774826961586,0.32411150485521023,0.13836379952449948,-0.07116811743936613,0.5162928490743472,0.4172531307081015,0.31481291628826763,0.1343942149060454
2021-12-06,-0.13688098887977052,1.0008950754342802,0.7452053868613283,0.6584055092367754,0.1880766695191171,0.4799777021503921,0.4305809307470315,0.32457958069653686,0.13710791662197455,-0.07062435249991857,0.5164162474380694,0.417965706237177,0.31506999959479765,0.1330909083739228
2021-12-07,-0.138147559885777,1.0025097823718088,0.7459973635434218,0.6583565084670061,0.1887766998480114,0.4802296178635092,0.4312632665864134,0.321696077283706,0.13770071574235548,-0.07125237793250386,0.5170645500626212,0.4189337145703213,0.3124989839406135,0.1337639368211248
2021-12-08,-0.1408797422846209,1.0053625665634365,0.7467037110735374,0.6575651034944617,0.19032048544804867,0.47908440462546925,0.42871947268970284,0.3221609301511051,0.13866243201526068,-0.07238765038154961,0.5165812543017121,0.41706797253833133,0.3134054189939564,0.1348939413108865
2021-12-09,-0.14155103676875253,1.005747720084477,0.746377079123738,0.656612262651453,0.19123131759638742,0.4788200842487543,0.4262532029880436,0.32453586178981186,0.13945124209644527,-0.0726825802538043,0.5164239065203203,0.4147712614939181,0.3157938705233656,0.1356948574128575
2021-12-10,-0.1405689555633202,1.0047911292677985,0.7462324548223545,0.6571094634576813,0.19050254232786198,0.47833990715451596,0.42724699818492806,0.3247096369575176,0.13867547718809756,-0.07214242577966343,0.5156762328977654,0.4155531158083315,0.3158222338458284,0.1348798865212344
2021-12-13,-0.14186698239374326,1.0061414043695598,0.7465203282719147,0.6574148129625565,0.19035805379771487,0.47973147403224453,0.42651654261435834,0.3243262156473373,0.13890887144870012,-0.07296471221745557,0.5174764189749147,0.41508329350907375,0.3156322916270843,0.135185265043021
2021-12-14,-0.14047323868674294,1.0048799601246676,0.7464674735807904,0.6583998707404579,0.18910231530698807,0.4795921911198841,0.428033319075559,0.32410743162455813,0.13774606857368665,-0.07227190819231384,0.5169994861752973,0.41629635405044335,0.31522018518875905,0.13396897759233914
2021-12-15,-0.13967781661112,1.0039182459415539,0.7460540810657573,0.658426588554184,0.18873610565833923,0.4792498227283529,0.43003721739663475,0.32335954700434283,0.1373755962343783,-0.07184942072460614,0.5164094498025027,0.4180664197419064,0.31435829885575894,0.13355151915757346
2021-12-16,-0.14198319794464326,1.006106031670356,0.7463023882497875,0.6576530690661847,0.18988918856772086,0.47855111754561147,0.4300466063484722,0.32222519190019766,0.13817571554549682,-0.07285259072105196,0.516240174952529,0.41854871371262975,0.3136100543631511,0.13448139609553594
2021-12-17,-0.14110752189138026,1.0048669328630453,0.7455626254809183,0.6575868496051259,0.1893745512009695,0.47701526501891695,0.43084265030819735,0.32402218729267623,0.13737280753593814,-0.07222634945751774,0.5143444465500449,0.41912878545720883,0.3152125856714045,0.13363787901731133
2021-12-20,-0.13977065675234868,1.003369108407531,0.7450553376740013,0.6573500807523845,0.18925703991706977,0.4763840811131339,0.43263548743316177,0.32357626885827395,0.13715529014903505,-0.07150601069555289,0.5133189173211111,0.4205902407836762,0.3145674009278078,0.133336672982587
2021-12-21,-0.1387008028469788,1.0018885467197147,0.744202832748931,0.6568851278868839,0.18914174612387094,0.47485599098111836,0.43313399211916637,0.3255023872840116,0.13672876349092195,-0.07079510356927403,0.5113799053358299,0.42083420082087564,0.31625903187082743,0.13284604985954987
2021-12-22,-0.140636556882642,1.0043354703205065,0.7453780082268462,0.6566349137007421,0.190399268688203,0.47692589843349026,0.4323057640849182,0.322020995715115,0.13829045697315018,-0.07199219907873079,0.5141217953841184,0.4204488388098853,0.31318886993657497,0.13449754059126565
2021-12-23,-0.1419668797758945,1.005738580348956,0.7457441738622399,0.6557442020471307,0.1917920508447971,0.47569453708587855,0.43029199254986145,0.32276056592865576,0.13913112850795686,-0.07243829090904616,0.5131759180505643,0.4188016561228924,0.31414170350013987,0.13541582935831015
2021-12-27,-0.1425204306447971,1.0066066589807068,0.7463455733460497,0.6560025896441971,0.1919569681789188,0.47557299067728587,0.42946999697724597,0.32241530080220304,0.13916034918049114,-0.07266719219711239,0.5132406576664698,0.4181611895502984,0.3139254584990474,0.13549597774261318
2021-12-28,-0.14419505273651748,1.0086031868574477,0.7471687205502532,0.6555811537292172,0.1931360072535663,0.4751112276716943,0.4276004694301467,0.32199112029343196,0.13996907170359607,-0.07337359173068411,0.5132273059740244,0.41673469281387,0.3138089880563094,0.13641231071980736
2021-12-29,-0.14411829350149571,1.0084877534915975,0.747093218204175,0.655619176795567,0.19302873578994306,0.4751241741662306,0.42783298042611245,0.3219834130450954,0.13988702882488388,-0.07334120087865169,0.5132152283757078,0.41694012189044843,0.3137855416102255,0.13632542958948562
2021-12-30,-0.14410487428433036,1.0086602394055622,0.7473845797723998,0.655783366491383,0.19306000144477584,0.47545116723637576,0.42747832709639605,0.3216155150420001,0.13997092290504304,-0.07337508761567052,0.5135879949126332,0.4166103633659738,0.3134389467084449,0.13641238246679835
2021-12-31,-0.14369759263372225,1.008261315187887,0.747321539290627,0.655757315124774,0.1930415842456126,0.47455272384325836,0.4282767484416904,0.3214204919971956,0.1396986469016246,-0.07304765813486948,0.5125425312460979,0.4173274559521552,0.31320307885998266,0.13612712136146
2022-01-03,-0.14320920513103358,1.00789224253818,0.7474188206033759,0.655698549591102,0.19319177734473142,0.474830453278343,0.42752034308332126,0.32172153563884964,0.1399016960819159,-0.0728532449845187,0.5127339432995567,0.4165022112703425,0.3134300698779983,0.1362961241992479
2022-01-04,-0.16711591921433977,1.0,0.8437825711105881,0.6199801756411032,0.1830198652422898,0.47281973824940055,0.43282518301535194,0.3168651620427411,0.13957769647846613,-0.08841779318651244,0.5290806142358552,0.3998693043576921,0.29273863188483684,0.12895006710529988
2022-01-05,-0.16713188983161248,0.9999472213163482,0.8437278960066096,0.618847322683276,0.18443372823189635,0.47251014350062964,0.4322083279615926,0.3164993382529372,0.140821175432007,-0.08837879155912674,0.5287687893189239,0.3993255537922176,0.29241980162389564,0.13010738161911198
2022-01-06,-0.164602385733012,0.996724425025094,0.8427541585583208,0.6171096902498652,0.18527332940535585,0.47079227780559174,0.43220642926915154,0.3190462933459945,0.14134481137714117,-0.08689151211216667,0.5261581845480552,0.39880217441457555,0.2943879287970012,0.13042059141679044
2022-01-07,-0.16452031976219833,0.9965682883598821,0.8426749244697302,0.6163863992277949,0.1861102111070673,0.4712121087600646,0.43129836680409894,0.31914423856291707,0.1422766387243598,-0.08692691229092306,0.5265526125854234,0.39790778718660913,0.29443649114861137,0.13126175946980334
2022-01-10,-0.16413103568205445,0.9959113167286833,0.8423761354982556,0.6154394465646615,0.18691598977567322,0.4710542720829194,0.43143959592651054,0.31907124765671635,0.14306456304663823,-0.08672456900618951,0.5262257643886005,0.39792429571975585,0.2942850000486499,0.1319509521849384
2022-01-11,-0.1636636252254486,0.9957140032405856,0.8425630994197812,0.6155596229340506,0.1870355130160616,0.4709225065760196,0.4309144832843713,0.3190894592244824,0.14308806056581144,-0.08646138955895209,0.5260229095188184,0.3973979279308344,0.2942706612084273,0.13195866230137815
2022-01-12,-0.1650862453794974,0.9972058509112351,0.8428162200139406,0.6153902195045574,0.18763570925691353,0.47143258685121997,0.4294117187494354,0.3191270682269918,0.14374227115904803,-0.08723576156858708,0.5269488784175616,0.39627992555852803,0.29450442388717374,0.1326516581345539
2022-01-13,-0.16557590771264777,0.9976515264565484,0.8428407063318493,0.6158644931607418,0.18704606470247342,0.47078790466405757,0.42998602398137403,0.31939079047828334,0.1429844159792334,-0.08736538258704314,0.5264063383465667,0.39694418855474006,0.29484753244852197,0.1319969250426353
2022-01-14,-0.16321265259805484,0.9953724678266013,0.842604051652669,0.617294670199001,0.18480516266639066,0.4714729410803282,0.43116399606644723,0.32054136767055535,0.14114917522463444,-0.0863295994921347,0.5264916973354328,0.3975177609472786,0.29552765984602414,0.13013448387792725
2022-01-18,-0.16356321649644495,0.9954312901584467,0.8423814353180542,0.6165416030725123,0.18546778554205554,0.4714250285070072,0.43204770736083303,0.31961549070609024,0.14181387865890993,-0.08650686839099402,0.5264731609865703,0.39835896939742815,0.294693607469594,0.13075600121547273
2022-01-19,-0.16064127477575205,0.9925358299932184,0.842015232533693,0.6141222018342852,0.18811996556709276,0.4698350243709722,0.43116529050758845,0.31975309534793867,0.1439214350871676,-0.08481761880823367,0.5240528986052706,0.39705697175959964,0.2944582937094667,0.13253620002605662
2022-01-20,-0.15866725805675658,0.9908853861394797,0.8420501400920996,0.6145000753859151,0.18767233416166146,0.47069355479467717,0.43072322695517073,0.3200756844345899,0.14375288407847728,-0.08398173639603496,0.5244703684718742,0.3962418036181918,0.2944521181066679,0.13224478852750868
2022-01-21,-0.15651825029380848,0.989156443432923,0.8421512492054045,0.6153396194773478,0.1867130912152083,0.4721334484435558,0.43000322416075354,0.3206876116857866,0.14325990531841198,-0.08314440535767077,0.5254519785428001,0.39511113519230506,0.2946658052217572,0.13163525442948557
2022-01-24,-0.15335045225636146,0.9860925501615917,0.8418211294780458,0.6161417780987465,0.18516047905488556,0.4720476573668257,0.4321501102696034,0.3208713258571713,0.14185788641777505,-0.08156977905668639,0.5245198189025149,0.39645142117480675,0.2943650600273091,0.13013941067860704
2022-01-25,-0.15434949047006685,0.9867138623029513,0.8416045040348632,0.6160098134561786,0.18501173992935416,0.47216402088977477,0.4341824450651234,0.319458945890357,0.14180924577603576,-0.08209771835187267,0.5248281449749645,0.39845178921768043,0.2931693577627596,0.13013918077364034
2022-01-26,-0.15221150701732714,0.9848546128809624,0.8415749157130461,0.6159704617217873,0.18501963928653595,0.4730180344228169,0.4341292161605067,0.3191331836575793,0.1420808813791213,-0.08116665100305397,0.5251728480906319,0.39794483709583833,0.29253364679224453,0.13023853518751297
2022-01-27,-0.15174981521101513,0.984480903272221,0.8415944238296951,0.6149899452245374,0.1863460162576686,0.47204254308419236,0.4333321747297576,0.3191411423322036,0.14303200904489927,-0.08078160335031018,0.5240727688762215,0.39720132088926896,0.29253143587483627,0.13110612651255427
2022-01-28,-0.15099469229538934,0.9837322241721299,0.8414981151169895,0.6138709485121,0.18768321450067726,0.4714388966137242,0.43157464770170173,0.3201930912046601,0.14413643090877132,-0.0803149414418989,0.5232528029815131,0.3954771279018305,0.29341168383725824,0.13208065400825156
2022-01-31,-0.15166583943173717,0.987731287450056,0.844693231867479,0.6181318353449085,0.18681360474156622,0.4764440255853508,0.4255779597793127,0.3163692042333939,0.14399230194561682,-0.08127115693248461,0.5292824328157882,0.3903318747691999,0.2901677160906003,0.13206695478288127
2022-02-01,-0.15153247460501654,0.9906399125822541,0.8475149715441496,0.6228748743014725,0.18478749273542705,0.4807779699009051,0.4230428111138056,0.31138797057798934,0.1426317857499856,-0.08173754967960718,0.5343572675121686,0.3881957491257404,0.28573818850392424,0.13088285975733693
2022-02-02,-0.25157636061665783,1.0,0.3377708061183246,0.6336355795192757,0.2939094265506022,0.46757228279051133,0.6676595688716537,0.5106704669212367,0.21688160505471532,-0.13083452013957989,0.5200588792161612,0.5997305858736856,0.4587138604673186,0.19481564876619564
2022-02-03,-0.2516944883197469,1.0024354397620805,0.34046371658062274,0.6366612328804976,0.2914932847894312,0.47026688712955245,0.6642659690892523,0.508403518438038,0.2153101721568526,-0.1314205821446771,0.5234149143887002,0.5970917365243227,0.45699095513721255,0.1935368219461087
2022-02-04,-0.24888373449459858,0.9964755092486087,0.3363177242294652,0.632957513744355,0.2942798835106598,0.46657847906767447,0.6719005236530783,0.5120265137469319,0.21692555580290027,-0.12940248510236807,0.5180989730094886,0.6025462270472081,0.45917458484620377,0.19453426600787155
2022-02-07,-0.24989215490118394,0.9976473349670828,0.3367247258642821,0.6312352657763292,0.29633227082167424,0.4630781472496751,0.6691033109008891,0.5097828976772385,0.21739121114157456,-0.12897905526681736,0.5149245713791826,0.600869101015722,0.45779595833726877,0.19522196270630246
2022-02-08,-0.24909601423820327,0.9968453289297768,0.33653994202395776,0.6289629241437314,0.2988056123679482,0.46364967470887325,0.6685334051425478,0.5086762188568527,0.22026914410606072,-0.1287604590031219,0.5152802725513491,0.6000314759087387,0.4565542125681409,0.19769905081546774
2022-02-09,-0.24928873708359264,0.9989029792481366,0.33866050700100586,0.6306433918053287,0.2976156859826586,0.4657435447093947,0.6639825335906239,0.5073318763428626,0.21979550781286783,-0.12925589904544685,0.5179299480288919,0.5963183836174518,0.4556314498551393,0.19739691229009934
2022-02-10,-0.24893738291123613,1.0025112525672948,0.3430519728916214,0.6334808363507791,0.2958503542157203,0.47069982474957317,0.6552979580560522,0.5033840793567728,0.21982781781314653,-0.1300863454152848,0.5238788307286111,0.5890104379678602,0.4524636059107318,0.19759084803460508
2022-02-11,-0.24843762936453898,0.9980070759201727,0.3384195003587275,0.6289119103740726,0.299467096770297,0.46585206751306857,0.661001871956428,0.5092987022492366,0.22182338079684494,-0.12889697282060347,0.5177963228384194,0.5933500558152737,0.4571733095275575,0.19912033681141636
2022-02-14,-0.24810604542067238,0.9929789869661304,0.33314910550551663,0.6229113347132674,0.3044547388335411,0.4587995552838152,0.6664986738572035,0.5156512342639125,0.22424330879317955,-0.12728094514139776,0.5094084013644354,0.5976401527729801,0.4623773377365883,0.2010758769404353
2022-02-15,-0.24895369790550836,0.9921153185847401,0.3314726961970222,0.620485159424483,0.3066150989680111,0.45833420669457015,0.6689475792231666,0.5171008996900125,0.2264875896087958,-0.127652107718329,0.5087115097404677,0.5996236348467978,0.4635130325379861,0.20301637369945472
2022-02-16,-0.2495930760702839,0.9961817869031605,0.3353673033025719,0.6240311189983178,0.3039261059426997,0.4622480695193146,0.6631965249018509,0.5124734777332013,0.2251318106924639,-0.12870759323503791,0.5137007894432947,0.5952161856343896,0.4599428633922492,0.2020548850812561
2022-02-17,-0.2493123562491184,0.9964694585692557,0.3359324047185799,0.6248227789058123,0.30322562280848714,0.4642831587678394,0.6622649965218613,0.5127914147002567,0.22531596915113733,-0.12905318060167767,0.5158089832992335,0.5942034046165962,0.4600913623297547,0.20216003667298502
2022-02-18,-0.24707460276298443,0.9910316951904021,0.3319180698973271,0.6224704081299366,0.3045433938600495,0.46175804772977896,0.6684361005419915,0.5195057481518374,0.22591493693699102,-0.12760412129632723,0.5118281168011916,0.598366025718776,0.4650475783812731,0.20223297762626327
2022-02-22,-0.246308140214527,0.989396017810503,0.33080120782613365,0.6222458120468617,0.30442561283921776,0.46050664475963954,0.6718846320746045,0.5199667571255814,0.22529684384107596,-0.1270000983017756,0.5101471328226458,0.6011067712283492,0.4651922720076862,0.20156356002827766
2022-02-23,-0.24615379162282028,0.9866173802659269,0.3279351783364642,0.6190339393565314,0.3070632732727068,0.4573271687680288,0.6773606068290007,0.5214395419601091,0.22685085335453825,-0.12630609171495108,0.5062517400113046,0.6055595054767007,0.4661662753663429,0.20280436917852998
2022-02-24,-0.2450474189322042,0.9820116889485414,0.32396468552808966,0.6141239431813431,0.31122242455053073,0.4498157516241784,0.680258171718579,0.5262842173858652,0.22795520411774292,-0.12417163222691226,0.4976097883992936,0.6077505859677509,0.4701884590284051,0.20365783850409977
2022-02-25,-0.24630901381514195,0.985838849794941,0.32697042468285376,0.615306134328014,0.31091361533857226,0.4537999941802785,0.672658297787736,0.5242517853676265,0.22930471347454237,-0.12556123414038872,0.502552223836578,0.6016010430618497,0.46887167220187287,0.20508177072813685
2022-02-28,-0.25266293466202044,0.9912415950006259,0.3273711225566444,0.6164392462127961,0.30977905955506335,0.45450652053825036,0.6726602683806464,0.5242121530421506,0.22840304759794627,-0.1286349107548289,0.5046576154113925,0.6031840553324654,0.47006851331911537,0.20481226999193347
2022-03-01,-0.2520630327323262,0.9905934559096379,0.32718649424004087,0.6166229907311482,0.30951140626087525,0.4514275682219609,0.6693774852484148,0.5271578943628564,0.22659223474563267,-0.12759042294458112,0.5014231425988703,0.6004609390067124,0.47288373336377004,0.20326316472460743
