date,SPY,QQQ,IWM,EFA,EEM,VNQ,GLD,IEF,TLT,TIP,LQD,DBC
2006-06-02,,,,,,,,,,,,
2006-06-05,,,,,,,,,,,,
2006-06-06,,,,,,,,,,,,
2006-06-07,,,,,,,,,,,,
2006-06-08,,,,,,,,,,,,
2006-06-09,,,,,,,,,,,,
2006-06-12,,,,,,,,,,,,
2006-06-13,,,,,,,,,,,,
2006-06-14,,,,,,,,,,,,
2006-06-15,,,,,,,,,,,,
2006-06-16,,,,,,,,,,,,
2006-06-19,,,,,,,,,,,,
2006-06-20,,,,,,,,,,,,
2006-06-21,,,,,,,,,,,,
2006-06-22,,,,,,,,,,,,
2006-06-23,,,,,,,,,,,,
2006-06-26,,,,,,,,,,,,
2006-06-27,,,,,,,,,,,,
2006-06-28,,,,,,,,,,,,
2006-06-29,,,,,,,,,,,,
2006-06-30,,,,,,,,,,,,
2006-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-05,,,,,,,,,,,,
2006-07-06,,,,,,,,,,,,
2006-07-07,,,,,,,,,,,,
2006-07-10,,,,,,,,,,,,
2006-07-11,,,,,,,,,,,,
2006-07-12,,,,,,,,,,,,
2006-07-13,,,,,,,,,,,,
2006-07-14,,,,,,,,,,,,
2006-07-17,,,,,,,,,,,,
2006-07-18,,,,,,,,,,,,
2006-07-19,,,,,,,,,,,,
2006-07-20,,,,,,,,,,,,
2006-07-21,,,,,,,,,,,,
2006-07-24,,,,,,,,,,,,
2006-07-25,,,,,,,,,,,,
2006-07-26,,,,,,,,,,,,
2006-07-27,,,,,,,,,,,,
2006-07-28,,,,,,,,,,,,
2006-07-31,,,,,,,,,,,,
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-02,,,,,,,,,,,,
2006-08-03,,,,,,,,,,,,
2006-08-04,,,,,,,,,,,,
2006-08-07,,,,,,,,,,,,
2006-08-08,,,,,,,,,,,,
2006-08-09,,,,,,,,,,,,
2006-08-10,,,,,,,,,,,,
2006-08-11,,,,,,,,,,,,
2006-08-14,,,,,,,,,,,,
2006-08-15,,,,,,,,,,,,
2006-08-16,,,,,,,,,,,,
2006-08-17,,,,,,,,,,,,
2006-08-18,,,,,,,,,,,,
2006-08-21,,,,,,,,,,,,
2006-08-22,,,,,,,,,,,,
2006-08-23,,,,,,,,,,,,
2006-08-24,,,,,,,,,,,,
2006-08-25,,,,,,,,,,,,
2006-08-28,,,,,,,,,,,,
2006-08-29,,,,,,,,,,,,
2006-08-30,,,,,,,,,,,,
2006-08-31,,,,,,,,,,,,
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-05,,,,,,,,,,,,
2006-09-06,,,,,,,,,,,,
2006-09-07,,,,,,,,,,,,
2006-09-08,,,,,,,,,,,,
2006-09-11,,,,,,,,,,,,
2006-09-12,,,,,,,,,,,,
2006-09-13,,,,,,,,,,,,
2006-09-14,,,,,,,,,,,,
2006-09-15,,,,,,,,,,,,
2006-09-18,,,,,,,,,,,,
2006-09-19,,,,,,,,,,,,
2006-09-20,,,,,,,,,,,,
2006-09-21,,,,,,,,,,,,
2006-09-22,,,,,,,,,,,,
2006-09-25,,,,,,,,,,,,
2006-09-26,,,,,,,,,,,,
2006-09-27,,,,,,,,,,,,
2006-09-28,,,,,,,,,,,,
2006-09-29,,,,,,,,,,,,
2006-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-03,,,,,,,,,,,,
2006-10-04,,,,,,,,,,,,
2006-10-05,,,,,,,,,,,,
2006-10-06,,,,,,,,,,,,
2006-10-09,,,,,,,,,,,,
2006-10-10,,,,,,,,,,,,
2006-10-11,,,,,,,,,,,,
2006-10-12,,,,,,,,,,,,
2006-10-13,,,,,,,,,,,,
2006-10-16,,,,,,,,,,,,
2006-10-17,,,,,,,,,,,,
2006-10-18,,,,,,,,,,,,
2006-10-19,,,,,,,,,,,,
2006-10-20,,,,,,,,,,,,
2006-10-23,,,,,,,,,,,,
2006-10-24,,,,,,,,,,,,
2006-10-25,,,,,,,,,,,,
2006-10-26,,,,,,,,,,,,
2006-10-27,,,,,,,,,,,,
2006-10-30,,,,,,,,,,,,
2006-10-31,,,,,,,,,,,,
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-02,,,,,,,,,,,,
2006-11-03,,,,,,,,,,,,
2006-11-06,,,,,,,,,,,,
2006-11-07,,,,,,,,,,,,
2006-11-08,,,,,,,,,,,,
2006-11-09,,,,,,,,,,,,
2006-11-10,,,,,,,,,,,,
2006-11-13,,,,,,,,,,,,
2006-11-14,,,,,,,,,,,,
2006-11-15,,,,,,,,,,,,
2006-11-16,,,,,,,,,,,,
2006-11-17,,,,,,,,,,,,
2006-11-20,,,,,,,,,,,,
2006-11-21,,,,,,,,,,,,
2006-11-22,,,,,,,,,,,,
2006-11-24,,,,,,,,,,,,
2006-11-27,,,,,,,,,,,,
2006-11-28,,,,,,,,,,,,
2006-11-29,,,,,,,,,,,,
2006-11-30,,,,,,,,,,,,
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-04,,,,,,,,,,,,
2006-12-05,,,,,,,,,,,,
2006-12-06,,,,,,,,,,,,
2006-12-07,,,,,,,,,,,,
2006-12-08,,,,,,,,,,,,
2006-12-11,,,,,,,,,,,,
2006-12-12,,,,,,,,,,,,
2006-12-13,,,,,,,,,,,,
2006-12-14,,,,,,,,,,,,
2006-12-15,,,,,,,,,,,,
2006-12-18,,,,,,,,,,,,
2006-12-19,,,,,,,,,,,,
2006-12-20,,,,,,,,,,,,
2006-12-21,,,,,,,,,,,,
2006-12-22,,,,,,,,,,,,
2006-12-26,,,,,,,,,,,,
2006-12-27,,,,,,,,,,,,
2006-12-28,,,,,,,,,,,,
2006-12-29,,,,,,,,,,,,
2007-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-04,,,,,,,,,,,,
2007-01-05,,,,,,,,,,,,
2007-01-08,,,,,,,,,,,,
2007-01-09,,,,,,,,,,,,
2007-01-10,,,,,,,,,,,,
2007-01-11,,,,,,,,,,,,
2007-01-12,,,,,,,,,,,,
2007-01-16,,,,,,,,,,,,
2007-01-17,,,,,,,,,,,,
2007-01-18,,,,,,,,,,,,
2007-01-19,,,,,,,,,,,,
2007-01-22,,,,,,,,,,,,
2007-01-23,,,,,,,,,,,,
2007-01-24,,,,,,,,,,,,
2007-01-25,,,,,,,,,,,,
2007-01-26,,,,,,,,,,,,
2007-01-29,,,,,,,,,,,,
2007-01-30,,,,,,,,,,,,
2007-01-31,,,,,,,,,,,,
2007-02-01,0.4955991558629468,0.0,0.0,0.3884180657140104,0.20241980229451378,0.24989879788644018,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-02,,,,,,,,,,,,
2007-02-05,,,,,,,,,,,,
2007-02-06,,,,,,,,,,,,
2007-02-07,,,,,,,,,,,,
2007-02-08,,,,,,,,,,,,
2007-02-09,,,,,,,,,,,,
2007-02-12,,,,,,,,,,,,
2007-02-13,,,,,,,,,,,,
2007-02-14,,,,,,,,,,,,
2007-02-15,,,,,,,,,,,,
2007-02-16,,,,,,,,,,,,
2007-02-20,,,,,,,,,,,,
2007-02-21,,,,,,,,,,,,
2007-02-22,,,,,,,,,,,,
2007-02-23,,,,,,,,,,,,
2007-02-26,,,,,,,,,,,,
2007-02-27,,,,,,,,,,,,
2007-02-28,,,,,,,,,,,,
2007-03-01,0.0,0.0,0.0,0.33024275418717125,0.16786061630963062,0.2716137142371987,0.22928063504979518,0.0,0.0,0.0,0.0,0.0
2007-03-02,,,,,,,,,,,,
2007-03-05,,,,,,,,,,,,
2007-03-06,,,,,,,,,,,,
2007-03-07,,,,,,,,,,,,
2007-03-08,,,,,,,,,,,,
2007-03-09,,,,,,,,,,,,
2007-03-12,,,,,,,,,,,,
2007-03-13,,,,,,,,,,,,
2007-03-14,,,,,,,,,,,,
2007-03-15,,,,,,,,,,,,
2007-03-16,,,,,,,,,,,,
2007-03-19,,,,,,,,,,,,
2007-03-20,,,,,,,,,,,,
2007-03-21,,,,,,,,,,,,
2007-03-22,,,,,,,,,,,,
2007-03-23,,,,,,,,,,,,
2007-03-26,,,,,,,,,,,,
2007-03-27,,,,,,,,,,,,
2007-03-28,,,,,,,,,,,,
2007-03-29,,,,,,,,,,,,
2007-03-30,,,,,,,,,,,,
2007-04-02,0.0,0.0,0.0,0.26737880092629474,0.1550633491953208,0.2176523025909593,0.2336429064062342,0.0,0.0,0.0,0.0,0.0
2007-04-03,,,,,,,,,,,,
2007-04-04,,,,,,,,,,,,
2007-04-05,,,,,,,,,,,,
2007-04-09,,,,,,,,,,,,
2007-04-10,,,,,,,,,,,,
2007-04-11,,,,,,,,,,,,
2007-04-12,,,,,,,,,,,,
2007-04-13,,,,,,,,,,,,
2007-04-16,,,,,,,,,,,,
2007-04-17,,,,,,,,,,,,
2007-04-18,,,,,,,,,,,,
2007-04-19,,,,,,,,,,,,
2007-04-20,,,,,,,,,,,,
2007-04-23,,,,,,,,,,,,
2007-04-24,,,,,,,,,,,,
2007-04-25,,,,,,,,,,,,
2007-04-26,,,,,,,,,,,,
2007-04-27,,,,,,,,,,,,
2007-04-30,,,,,,,,,,,,
2007-05-01,0.3079048751697508,0.0,0.0,0.24529382507283098,0.14920938132121,0.19481995953048659,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-02,,,,,,,,,,,,
2007-05-03,,,,,,,,,,,,
2007-05-04,,,,,,,,,,,,
2007-05-07,,,,,,,,,,,,
2007-05-08,,,,,,,,,,,,
2007-05-09,,,,,,,,,,,,
2007-05-10,,,,,,,,,,,,
2007-05-11,,,,,,,,,,,,
2007-05-14,,,,,,,,,,,,
2007-05-15,,,,,,,,,,,,
2007-05-16,,,,,,,,,,,,
2007-05-17,,,,,,,,,,,,
2007-05-18,,,,,,,,,,,,
2007-05-21,,,,,,,,,,,,
2007-05-22,,,,,,,,,,,,
2007-05-23,,,,,,,,,,,,
2007-05-24,,,,,,,,,,,,
2007-05-25,,,,,,,,,,,,
2007-05-29,,,,,,,,,,,,
2007-05-30,,,,,,,,,,,,
2007-05-31,,,,,,,,,,,,
2007-06-01,0.3121195321387678,0.24736640435786147,0.0,0.21704444895844516,0.13943421855949642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-04,,,,,,,,,,,,
2007-06-05,,,,,,,,,,,,
2007-06-06,,,,,,,,,,,,
2007-06-07,,,,,,,,,,,,
2007-06-08,,,,,,,,,,,,
2007-06-11,,,,,,,,,,,,
2007-06-12,,,,,,,,,,,,
2007-06-13,,,,,,,,,,,,
2007-06-14,,,,,,,,,,,,
2007-06-15,,,,,,,,,,,,
2007-06-18,,,,,,,,,,,,
2007-06-19,,,,,,,,,,,,
2007-06-20,,,,,,,,,,,,
2007-06-21,,,,,,,,,,,,
2007-06-22,,,,,,,,,,,,
2007-06-25,,,,,,,,,,,,
2007-06-26,,,,,,,,,,,,
2007-06-27,,,,,,,,,,,,
2007-06-28,,,,,,,,,,,,
2007-06-29,,,,,,,,,,,,
2007-07-02,0.2543381640271072,0.23007253781886233,0.0,0.215216750842421,0.13951661133678545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-03,,,,,,,,,,,,
2007-07-05,,,,,,,,,,,,
2007-07-06,,,,,,,,,,,,
2007-07-09,,,,,,,,,,,,
2007-07-10,,,,,,,,,,,,
2007-07-11,,,,,,,,,,,,
2007-07-12,,,,,,,,,,,,
2007-07-13,,,,,,,,,,,,
2007-07-16,,,,,,,,,,,,
2007-07-17,,,,,,,,,,,,
2007-07-18,,,,,,,,,,,,
2007-07-19,,,,,,,,,,,,
2007-07-20,,,,,,,,,,,,
2007-07-23,,,,,,,,,,,,
2007-07-24,,,,,,,,,,,,
2007-07-25,,,,,,,,,,,,
2007-07-26,,,,,,,,,,,,
2007-07-27,,,,,,,,,,,,
2007-07-30,,,,,,,,,,,,
2007-07-31,,,,,,,,,,,,
2007-08-01,0.22631116236692614,0.23129655808903596,0.0,0.20178168989072234,0.12312735452507398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-02,,,,,,,,,,,,
2007-08-03,,,,,,,,,,,,
2007-08-06,,,,,,,,,,,,
2007-08-07,,,,,,,,,,,,
2007-08-08,,,,,,,,,,,,
2007-08-09,,,,,,,,,,,,
2007-08-10,,,,,,,,,,,,
2007-08-13,,,,,,,,,,,,
2007-08-14,,,,,,,,,,,,
2007-08-15,,,,,,,,,,,,
2007-08-16,,,,,,,,,,,,
2007-08-17,,,,,,,,,,,,
2007-08-20,,,,,,,,,,,,
2007-08-21,,,,,,,,,,,,
2007-08-22,,,,,,,,,,,,
2007-08-23,,,,,,,,,,,,
2007-08-24,,,,,,,,,,,,
2007-08-27,,,,,,,,,,,,
2007-08-28,,,,,,,,,,,,
2007-08-29,,,,,,,,,,,,
2007-08-30,,,,,,,,,,,,
2007-08-31,,,,,,,,,,,,
2007-09-04,0.20606929594710055,0.2104878630135216,0.0,0.19525725443215342,0.11443417972300352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-05,,,,,,,,,,,,
2007-09-06,,,,,,,,,,,,
2007-09-07,,,,,,,,,,,,
2007-09-10,,,,,,,,,,,,
2007-09-11,,,,,,,,,,,,
2007-09-12,,,,,,,,,,,,
2007-09-13,,,,,,,,,,,,
2007-09-14,,,,,,,,,,,,
2007-09-17,,,,,,,,,,,,
2007-09-18,,,,,,,,,,,,
2007-09-19,,,,,,,,,,,,
2007-09-20,,,,,,,,,,,,
2007-09-21,,,,,,,,,,,,
2007-09-24,,,,,,,,,,,,
2007-09-25,,,,,,,,,,,,
2007-09-26,,,,,,,,,,,,
2007-09-27,,,,,,,,,,,,
2007-09-28,,,,,,,,,,,,
2007-10-01,0.0,0.23989691837037921,0.0,0.0,0.12944579300289624,0.0,0.33699398338700143,0.0,0.0,0.0,0.0,0.3419676539313872
2007-10-02,,,,,,,,,,,,
2007-10-03,,,,,,,,,,,,
2007-10-04,,,,,,,,,,,,
2007-10-05,,,,,,,,,,,,
2007-10-08,,,,,,,,,,,,
2007-10-09,,,,,,,,,,,,
2007-10-10,,,,,,,,,,,,
2007-10-11,,,,,,,,,,,,
2007-10-12,,,,,,,,,,,,
2007-10-15,,,,,,,,,,,,
2007-10-16,,,,,,,,,,,,
2007-10-17,,,,,,,,,,,,
2007-10-18,,,,,,,,,,,,
2007-10-19,,,,,,,,,,,,
2007-10-22,,,,,,,,,,,,
2007-10-23,,,,,,,,,,,,
2007-10-24,,,,,,,,,,,,
2007-10-25,,,,,,,,,,,,
2007-10-26,,,,,,,,,,,,
2007-10-29,,,,,,,,,,,,
2007-10-30,,,,,,,,,,,,
2007-10-31,,,,,,,,,,,,
2007-11-01,0.0,0.22832307485454917,0.0,0.0,0.13088767735230025,0.0,0.2899142423052317,0.0,0.0,0.0,0.0,0.26473201697821386
2007-11-02,,,,,,,,,,,,
2007-11-05,,,,,,,,,,,,
2007-11-06,,,,,,,,,,,,
2007-11-07,,,,,,,,,,,,
2007-11-08,,,,,,,,,,,,
2007-11-09,,,,,,,,,,,,
2007-11-12,,,,,,,,,,,,
2007-11-13,,,,,,,,,,,,
2007-11-14,,,,,,,,,,,,
2007-11-15,,,,,,,,,,,,
2007-11-16,,,,,,,,,,,,
2007-11-19,,,,,,,,,,,,
2007-11-20,,,,,,,,,,,,
2007-11-21,,,,,,,,,,,,
2007-11-23,,,,,,,,,,,,
2007-11-26,,,,,,,,,,,,
2007-11-27,,,,,,,,,,,,
2007-11-28,,,,,,,,,,,,
2007-11-29,,,,,,,,,,,,
2007-11-30,,,,,,,,,,,,
2007-12-03,0.0,0.0,0.0,0.0,0.1456955814953294,0.0,0.28407506381820885,0.0,0.5,0.0,0.0,0.2991738315310093
2007-12-04,,,,,,,,,,,,
2007-12-05,,,,,,,,,,,,
2007-12-06,,,,,,,,,,,,
2007-12-07,,,,,,,,,,,,
2007-12-10,,,,,,,,,,,,
2007-12-11,,,,,,,,,,,,
2007-12-12,,,,,,,,,,,,
2007-12-13,,,,,,,,,,,,
2007-12-14,,,,,,,,,,,,
2007-12-17,,,,,,,,,,,,
2007-12-18,,,,,,,,,,,,
2007-12-19,,,,,,,,,,,,
2007-12-20,,,,,,,,,,,,
2007-12-21,,,,,,,,,,,,
2007-12-24,,,,,,,,,,,,
2007-12-26,,,,,,,,,,,,
2007-12-27,,,,,,,,,,,,
2007-12-28,,,,,,,,,,,,
2007-12-31,,,,,,,,,,,,
2008-01-02,0.0,0.0,0.0,0.0,0.14171287400717236,0.0,0.2706321699677013,0.0,0.4860612031955,0.0,0.0,0.30515726127433024
2008-01-03,,,,,,,,,,,,
2008-01-04,,,,,,,,,,,,
2008-01-07,,,,,,,,,,,,
2008-01-08,,,,,,,,,,,,
2008-01-09,,,,,,,,,,,,
2008-01-10,,,,,,,,,,,,
2008-01-11,,,,,,,,,,,,
2008-01-14,,,,,,,,,,,,
2008-01-15,,,,,,,,,,,,
2008-01-16,,,,,,,,,,,,
2008-01-17,,,,,,,,,,,,
2008-01-18,,,,,,,,,,,,
2008-01-22,,,,,,,,,,,,
2008-01-23,,,,,,,,,,,,
2008-01-24,,,,,,,,,,,,
2008-01-25,,,,,,,,,,,,
2008-01-28,,,,,,,,,,,,
2008-01-29,,,,,,,,,,,,
2008-01-30,,,,,,,,,,,,
2008-01-31,,,,,,,,,,,,
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.1929942941127911,0.5,0.0,0.5,0.0,0.2302967135506297
2008-02-04,,,,,,,,,,,,
2008-02-05,,,,,,,,,,,,
2008-02-06,,,,,,,,,,,,
2008-02-07,,,,,,,,,,,,
2008-02-08,,,,,,,,,,,,
2008-02-11,,,,,,,,,,,,
2008-02-12,,,,,,,,,,,,
2008-02-13,,,,,,,,,,,,
2008-02-14,,,,,,,,,,,,
2008-02-15,,,,,,,,,,,,
2008-02-19,,,,,,,,,,,,
2008-02-20,,,,,,,,,,,,
2008-02-21,,,,,,,,,,,,
2008-02-22,,,,,,,,,,,,
2008-02-25,,,,,,,,,,,,
2008-02-26,,,,,,,,,,,,
2008-02-27,,,,,,,,,,,,
2008-02-28,,,,,,,,,,,,
2008-02-29,,,,,,,,,,,,
2008-03-03,0.0,0.0,0.0,0.0,0.14727995204980168,0.0,0.25443227163492943,0.0,0.0,0.5,0.0,0.25244323969733884
2008-03-04,,,,,,,,,,,,
2008-03-05,,,,,,,,,,,,
2008-03-06,,,,,,,,,,,,
2008-03-07,,,,,,,,,,,,
2008-03-10,,,,,,,,,,,,
2008-03-11,,,,,,,,,,,,
2008-03-12,,,,,,,,,,,,
2008-03-13,,,,,,,,,,,,
2008-03-14,,,,,,,,,,,,
2008-03-17,,,,,,,,,,,,
2008-03-18,,,,,,,,,,,,
2008-03-19,,,,,,,,,,,,
2008-03-20,,,,,,,,,,,,
2008-03-24,,,,,,,,,,,,
2008-03-25,,,,,,,,,,,,
2008-03-26,,,,,,,,,,,,
2008-03-27,,,,,,,,,,,,
2008-03-28,,,,,,,,,,,,
2008-03-31,,,,,,,,,,,,
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.2130375702742675,0.5,0.0,0.5,0.0,0.19477157276363627
2008-04-02,,,,,,,,,,,,
2008-04-03,,,,,,,,,,,,
2008-04-04,,,,,,,,,,,,
2008-04-07,,,,,,,,,,,,
2008-04-08,,,,,,,,,,,,
2008-04-09,,,,,,,,,,,,
2008-04-10,,,,,,,,,,,,
2008-04-11,,,,,,,,,,,,
2008-04-14,,,,,,,,,,,,
2008-04-15,,,,,,,,,,,,
2008-04-16,,,,,,,,,,,,
2008-04-17,,,,,,,,,,,,
2008-04-18,,,,,,,,,,,,
2008-04-21,,,,,,,,,,,,
2008-04-22,,,,,,,,,,,,
2008-04-23,,,,,,,,,,,,
2008-04-24,,,,,,,,,,,,
2008-04-25,,,,,,,,,,,,
2008-04-28,,,,,,,,,,,,
2008-04-29,,,,,,,,,,,,
2008-04-30,,,,,,,,,,,,
2008-05-01,0.0,0.0,0.0,0.0,0.15285395947315314,0.0,0.21367875171859677,0.0,0.0,0.5,0.0,0.2004073736080043
2008-05-02,,,,,,,,,,,,
2008-05-05,,,,,,,,,,,,
2008-05-06,,,,,,,,,,,,
2008-05-07,,,,,,,,,,,,
2008-05-08,,,,,,,,,,,,
2008-05-09,,,,,,,,,,,,
2008-05-12,,,,,,,,,,,,
2008-05-13,,,,,,,,,,,,
2008-05-14,,,,,,,,,,,,
2008-05-15,,,,,,,,,,,,
2008-05-16,,,,,,,,,,,,
2008-05-19,,,,,,,,,,,,
2008-05-20,,,,,,,,,,,,
2008-05-21,,,,,,,,,,,,
2008-05-22,,,,,,,,,,,,
2008-05-23,,,,,,,,,,,,
2008-05-27,,,,,,,,,,,,
2008-05-28,,,,,,,,,,,,
2008-05-29,,,,,,,,,,,,
2008-05-30,,,,,,,,,,,,
2008-06-02,0.0,0.0,0.0,0.0,0.16679006943503483,0.0,0.2096143720772758,0.0,0.0,0.5,0.0,0.2004829441742067
2008-06-03,,,,,,,,,,,,
2008-06-04,,,,,,,,,,,,
2008-06-05,,,,,,,,,,,,
2008-06-06,,,,,,,,,,,,
2008-06-09,,,,,,,,,,,,
2008-06-10,,,,,,,,,,,,
2008-06-11,,,,,,,,,,,,
2008-06-12,,,,,,,,,,,,
2008-06-13,,,,,,,,,,,,
2008-06-16,,,,,,,,,,,,
2008-06-17,,,,,,,,,,,,
2008-06-18,,,,,,,,,,,,
2008-06-19,,,,,,,,,,,,
2008-06-20,,,,,,,,,,,,
2008-06-23,,,,,,,,,,,,
2008-06-24,,,,,,,,,,,,
2008-06-25,,,,,,,,,,,,
2008-06-26,,,,,,,,,,,,
2008-06-27,,,,,,,,,,,,
2008-06-30,,,,,,,,,,,,
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.16565399526162936,0.5,0.0,0.5,0.0,0.1587548549844365
2008-07-02,,,,,,,,,,,,
2008-07-03,,,,,,,,,,,,
2008-07-07,,,,,,,,,,,,
2008-07-08,,,,,,,,,,,,
2008-07-09,,,,,,,,,,,,
2008-07-10,,,,,,,,,,,,
2008-07-11,,,,,,,,,,,,
2008-07-14,,,,,,,,,,,,
2008-07-15,,,,,,,,,,,,
2008-07-16,,,,,,,,,,,,
2008-07-17,,,,,,,,,,,,
2008-07-18,,,,,,,,,,,,
2008-07-21,,,,,,,,,,,,
2008-07-22,,,,,,,,,,,,
2008-07-23,,,,,,,,,,,,
2008-07-24,,,,,,,,,,,,
2008-07-25,,,,,,,,,,,,
2008-07-28,,,,,,,,,,,,
2008-07-29,,,,,,,,,,,,
2008-07-30,,,,,,,,,,,,
2008-07-31,,,,,,,,,,,,
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.17524496538426368,0.5,0.0,0.47758046206799715,0.0,0.14334132529263632
2008-08-04,,,,,,,,,,,,
2008-08-05,,,,,,,,,,,,
2008-08-06,,,,,,,,,,,,
